SYM,WMT,SMART/AMEX
SYM,V,SMART/AMEX
SYM,VZ,SMART/AMEX
SYM,UNH,SMART/AMEX
SYM,TRV,SMART/AMEX
SYM,SHW,SMART/AMEX
SYM,CRM,SMART/AMEX
SYM,PG,SMART/AMEX
SYM,NVDA,SMART/AMEX
SYM,NKE,SMART/AMEX
SYM,MSFT,SMART/AMEX
SYM,MRK,SMART/AMEX
SYM,MCD,SMART/AMEX
SYM,JPM,SMART/AMEX
SYM,JNJ,SMART/AMEX
SYM,IBM,SMART/AMEX
SYM,HON,SMART/AMEX
SYM,HD,SMART/AMEX
SYM,GS,SMART/AMEX
SYM,DIS,SMART/AMEX
SYM,KO,SMART/AMEX
SYM,CSCO,SMART/AMEX
SYM,CVX,SMART/AMEX
SYM,CAT,SMART/AMEX
SYM,BA,SMART/AMEX
SYM,AAPL,SMART/AMEX
SYM,AMZN,SMART/AMEX
SYM,AMGN,SMART/AMEX
SYM,AXP,SMART/AMEX
SYM,MMM,SMART/AMEX
